id,carat,cut,color,clarity,depth,table,x,y,z,price
3441,1.01,Good,H,SI1,63.4,58.0,6.34,6.38,4.03,4559
3442,1.5,Good,H,VS1,64.3,57.0,7.12,7.0,4.54,8736
3443,0.31,Ideal,G,VS1,61.9,55.0,4.37,4.36,2.7,749
3444,0.33,Ideal,G,IF,61.9,55.0,4.44,4.45,2.75,946
3445,0.47,Very Good,I,VS2,63.2,56.0,4.92,4.98,3.13,935
3446,0.91,Good,D,SI1,64.0,59.0,6.13,6.02,3.89,3357
3447,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02,16854
3448,0.41,Ideal,E,VVS1,61.4,57.0,4.77,4.8,2.94,1221
3449,0.53,Very Good,E,VS2,61.4,55.0,5.21,5.24,3.21,1607
3450,0.38,Ideal,F,IF,61.0,56.0,4.68,4.7,2.86,1193
3451,2.09,Premium,F,SI2,61.7,59.0,8.23,8.21,5.07,18002
3452,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,3.74,4114
3453,0.72,Premium,F,VS2,62.1,57.0,5.73,5.71,3.55,2724
3454,1.07,Ideal,H,VS1,62.3,55.0,6.59,6.54,4.09,6082
3455,0.77,Premium,E,SI2,59.8,56.0,6.01,5.96,3.58,2723
3456,1.02,Good,F,SI2,64.2,61.0,6.3,6.21,4.02,3633
3457,0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
3458,0.56,Ideal,F,VS2,62.6,56.0,5.28,5.3,3.31,1761
3459,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
3460,0.21,Premium,E,VS2,60.5,59.0,3.87,3.83,2.33,386
3461,0.3,Ideal,F,VVS1,62.4,56.0,4.28,4.31,2.68,868
3462,0.29,Ideal,G,VS1,61.9,55.0,4.25,4.28,2.64,532
3463,0.54,Ideal,F,VS2,60.5,56.0,5.27,5.29,3.2,1680
3464,0.52,Ideal,E,VS2,61.3,55.0,5.22,5.19,3.19,1767
3465,0.31,Ideal,D,VS2,61.9,56.0,4.37,4.38,2.71,734
3466,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,1809
3467,1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6,8820
3468,0.38,Premium,F,SI1,62.0,58.0,4.63,4.6,2.86,838
3469,0.4,Premium,D,SI1,62.5,61.0,4.69,4.66,2.92,924
3470,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
3471,1.01,Ideal,J,SI2,61.6,55.0,6.5,6.45,3.99,3801
3472,0.4,Premium,F,VVS2,59.4,59.0,4.85,4.78,2.86,1008
3473,0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48,492
3474,0.3,Good,H,VVS1,63.3,60.0,4.22,4.25,2.68,684
3475,1.5,Very Good,E,SI1,63.2,59.0,7.24,7.2,4.56,10356
3476,1.03,Very Good,E,VS1,62.8,55.0,6.4,6.52,4.06,7677
3477,0.75,Premium,I,SI2,61.1,57.0,5.88,5.84,3.58,2070
3478,0.7,Very Good,H,SI1,63.3,58.0,5.61,5.64,3.56,2048
3479,1.38,Premium,G,SI2,59.2,59.0,7.35,7.29,4.33,6779
3480,0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,2388
3481,0.9,Very Good,D,SI1,62.4,63.0,6.18,6.15,3.85,3997
3482,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,917
3483,0.57,Ideal,F,VVS2,61.9,55.0,5.34,5.35,3.31,2797
3484,1.0,Good,G,VS2,63.0,58.0,6.25,6.35,3.97,5723
3485,0.32,Good,D,SI2,63.9,58.0,4.31,4.33,2.76,477
3486,1.03,Ideal,E,VVS2,61.9,57.0,6.5,6.46,4.01,8972
3487,1.25,Ideal,F,VS2,61.6,55.0,6.93,6.96,4.28,10006
3488,0.51,Ideal,E,SI2,58.3,62.0,5.2,5.19,3.04,1268
3489,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1230
3490,0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8,984
3491,1.2,Premium,G,VS1,62.8,58.0,6.84,6.75,4.27,8602
3492,1.59,Premium,G,SI1,62.2,58.0,7.51,7.45,4.65,9707
3493,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,3581
3494,1.14,Premium,G,SI2,60.9,56.0,6.8,6.73,4.12,5139
3495,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55,2818
3496,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,2335
3497,1.22,Premium,H,SI1,61.0,59.0,6.92,6.86,4.2,4829
3498,0.9,Good,F,VS2,60.0,58.0,6.21,6.26,3.74,4655
3499,0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,421
3500,0.25,Very Good,F,VVS2,62.8,54.0,4.0,4.03,2.52,633
3501,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
3502,0.5,Ideal,F,SI1,59.9,56.0,5.36,5.09,3.13,1378
3503,0.38,Very Good,H,VS2,60.6,58.0,4.68,4.7,2.84,700
3504,0.34,Ideal,D,SI1,62.3,57.0,4.44,4.48,2.78,626
3505,0.7,Premium,I,VS2,63.0,60.0,5.62,5.59,3.53,1966
3506,0.32,Very Good,I,VS2,63.0,56.0,4.38,4.42,2.77,449
3507,0.91,Fair,J,VS2,64.4,62.0,6.06,6.03,3.89,2854
3508,0.55,Very Good,J,SI1,62.5,57.0,5.22,5.24,3.27,965
3509,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
3510,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,530
3511,0.51,Ideal,H,SI1,62.1,54.0,5.13,5.15,3.19,1161
3512,1.71,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72,10096
3513,1.0,Premium,F,SI2,61.7,57.0,6.42,6.35,3.94,3853
3514,0.5,Good,F,SI1,59.6,61.0,5.12,5.19,3.07,1214
3515,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.75,3.56,2513
3516,1.07,Premium,G,SI2,62.2,58.0,6.56,6.49,4.06,3545
3517,1.0,Good,F,SI1,64.1,60.0,6.25,6.19,3.99,4586
3518,1.67,Good,J,SI1,58.8,61.0,7.71,7.73,4.54,8013
3519,1.51,Very Good,I,VS1,61.1,63.0,7.38,7.32,4.49,8918
3520,0.31,Ideal,D,SI2,62.0,56.0,4.33,4.35,2.69,462
3521,1.01,Ideal,E,VS1,62.7,55.0,6.45,6.4,4.03,7665
3522,0.71,Good,I,VVS1,63.8,56.0,5.65,5.7,3.62,2549
3523,0.54,Premium,G,VS2,62.7,58.0,5.21,5.25,3.28,1422
3524,1.51,Ideal,H,SI1,61.7,56.0,7.25,7.18,4.45,7780
3525,0.53,Ideal,G,VS1,61.9,56.0,5.19,5.21,3.22,1721
3526,1.52,Very Good,G,VS2,62.8,54.0,7.26,7.36,4.59,12359
3527,0.76,Premium,I,VVS1,58.8,59.0,6.0,5.94,3.51,2790
3528,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
3529,1.7,Premium,I,VS1,58.0,60.0,7.88,7.84,4.56,12030
3530,0.77,Very Good,F,VS2,62.6,55.0,5.85,5.88,3.67,3692
3531,0.32,Premium,G,VS2,61.5,58.0,4.4,4.35,2.69,720
3532,1.24,Premium,J,VS2,62.0,58.0,6.87,6.91,4.27,5128
3533,0.27,Very Good,E,VS1,60.6,59.0,4.19,4.22,2.55,413
3534,1.01,Very Good,F,SI1,59.5,62.0,6.45,6.53,3.86,4899
3535,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10093
3536,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,1424
3537,0.32,Ideal,E,VVS1,62.2,55.0,4.41,4.37,2.73,1061
3538,1.01,Premium,E,VS2,62.9,58.0,6.47,6.37,4.04,6335
3539,0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63,2573
3540,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14068
3541,0.79,Premium,G,VS2,59.3,62.0,6.09,6.01,3.59,2839
3542,0.31,Good,G,VS1,63.1,59.0,4.27,4.29,2.7,625
3543,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
3544,0.4,Ideal,G,SI2,62.6,54.0,4.73,4.76,2.97,573
3545,1.01,Very Good,G,VS2,59.1,58.0,6.56,6.63,3.9,5919
3546,0.4,Premium,E,VS1,61.5,58.0,4.73,4.76,2.92,800
3547,0.3,Premium,D,SI2,60.2,60.0,4.32,4.35,2.61,447
3548,0.73,Ideal,I,VS1,60.7,56.0,5.85,5.81,3.54,2397
3549,1.02,Premium,F,VS2,62.7,59.0,6.44,6.41,4.03,6333
3550,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,3119
3551,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1151
3552,1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88,5087
3553,0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,1140
3554,0.52,Ideal,F,SI1,61.5,57.0,5.12,5.16,3.16,1232
3555,0.7,Premium,G,SI1,60.3,61.0,5.75,5.72,3.46,2352
3556,0.36,Premium,F,VS2,61.4,58.0,4.56,4.6,2.81,726
3557,0.36,Ideal,E,VS1,61.4,54.0,4.59,4.63,2.83,835
3558,0.57,Ideal,F,VS2,62.1,55.0,5.31,5.35,3.31,1637
3559,0.73,Ideal,I,VS2,61.6,55.0,5.82,5.84,3.59,2756
3560,1.12,Ideal,E,VS2,61.9,56.0,6.65,6.68,4.13,9710
3561,0.26,Very Good,F,VVS1,63.3,57.0,4.07,4.05,2.57,724
3562,1.55,Ideal,G,VVS2,61.9,54.0,7.41,7.45,4.6,15512
3563,1.3,Ideal,H,VS2,62.9,56.0,7.0,6.96,4.39,5387
3564,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,3391
3565,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,957
3566,1.0,Very Good,D,VS2,63.6,56.0,6.3,6.35,4.02,7717
3567,0.63,Ideal,G,SI2,62.8,56.3,5.34,5.54,3.42,1407
3568,1.01,Premium,F,VS2,59.3,62.0,6.48,6.44,3.83,6533
3569,2.54,Very Good,H,SI2,63.5,56.0,8.68,8.65,5.5,16353
3570,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,17804
3571,0.72,Ideal,G,SI2,62.1,54.0,5.77,5.82,3.6,2079
3572,0.31,Very Good,G,VS1,62.2,56.0,4.32,4.36,2.7,625
3573,0.53,Ideal,G,VS1,61.5,57.0,5.21,5.23,3.21,1791
3574,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
3575,0.24,Very Good,H,VVS2,61.5,56.0,3.99,4.01,2.46,449
3576,0.55,Ideal,G,VS2,61.4,56.3,5.26,5.29,3.24,1662
3577,0.51,Ideal,H,VS2,61.6,55.0,5.16,5.19,3.19,1375
3578,0.92,Very Good,G,SI1,63.8,57.0,6.13,6.16,3.92,3724
3579,0.59,Premium,H,VVS1,62.0,58.0,5.38,5.36,3.33,1982
3580,0.34,Very Good,F,SI2,61.7,61.0,4.44,4.48,2.75,447
3581,1.33,Ideal,G,VVS2,62.6,57.0,7.04,6.99,4.39,12209
3582,0.75,Very Good,E,SI1,59.2,59.0,5.93,5.97,3.52,3260
3583,1.08,Ideal,G,VS1,62.0,55.0,6.62,6.57,4.09,6779
3584,0.3,Ideal,G,SI1,62.3,56.0,4.29,4.31,2.68,477
3585,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2856
3586,0.34,Premium,E,VS2,61.1,60.0,4.48,4.45,2.73,956
3587,0.33,Premium,I,VVS1,61.9,60.0,4.44,4.41,2.74,780
3588,1.08,Ideal,F,SI2,61.3,55.0,6.59,6.62,4.05,5164
3589,0.64,Ideal,G,IF,61.3,56.0,5.54,5.58,3.41,2790
3590,1.53,Premium,I,VS1,61.2,59.0,7.41,7.39,4.53,10282
3591,1.2,Premium,G,VS1,60.2,60.0,7.0,6.91,4.19,8596
3592,0.82,Ideal,I,VS1,61.6,57.0,6.0,6.05,3.71,2986
3593,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05,16960
3594,0.8,Ideal,I,IF,62.4,58.0,5.9,5.96,3.7,3357
3595,0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5,2826
3596,1.02,Ideal,E,SI2,61.6,55.0,6.52,6.46,4.0,4912
3597,1.03,Fair,I,VS1,57.6,58.0,6.67,6.58,3.81,4328
3598,1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08,4844
3599,1.23,Premium,F,VVS2,58.5,59.0,7.07,6.98,4.11,10844
3600,1.07,Very Good,I,SI1,61.8,60.0,6.52,6.56,4.04,4307
3601,0.42,Very Good,E,SI1,62.8,59.0,4.74,4.78,2.99,773
3602,1.5,Good,I,SI1,64.0,60.0,7.25,7.13,4.6,8736
3603,0.43,Ideal,D,VS1,62.1,56.0,4.87,4.85,3.02,1264
3604,0.7,Ideal,I,VVS2,62.1,56.0,5.65,5.71,3.53,2353
3605,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18,1243
3606,1.01,Premium,H,SI1,61.8,59.0,6.38,6.33,3.93,5204
3607,0.4,Premium,D,VS2,60.5,59.0,4.76,4.8,2.89,982
3608,0.9,Very Good,E,SI1,60.3,58.0,6.26,6.32,3.79,4921
3609,1.01,Ideal,F,VVS2,63.0,57.0,6.36,6.4,4.02,9463
3610,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,3398
3611,1.21,Ideal,E,VS2,61.8,53.0,6.86,6.9,4.25,10556
3612,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56,2096
3613,1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,6608
3614,0.77,Premium,J,SI1,61.8,59.0,5.82,5.86,3.61,1909
3615,2.05,Premium,E,SI2,58.6,59.0,8.43,8.36,4.92,17066
3616,0.7,Very Good,H,VS2,61.8,58.0,5.64,5.68,3.5,2567
3617,0.41,Ideal,E,VS2,62.3,56.0,4.77,4.74,2.96,999
3618,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,2.68,732
3619,0.5,Premium,E,SI2,59.7,59.0,5.18,5.11,3.07,1063
3620,0.54,Good,E,SI2,63.4,56.0,5.14,5.18,3.27,1163
3621,0.71,Ideal,H,VS2,62.1,59.0,5.73,5.68,3.55,2572
3622,0.54,Very Good,H,SI1,63.3,57.0,5.22,5.15,3.28,1240
3623,0.3,Ideal,F,VS1,61.8,55.0,4.31,4.33,2.67,612
3624,0.4,Ideal,H,SI2,62.6,55.0,4.7,4.72,2.95,540
3625,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605
3626,0.5,Fair,E,SI1,65.1,58.0,5.04,4.94,3.25,1114
3627,1.06,Very Good,H,SI1,59.3,59.0,6.66,6.7,3.96,5664
3628,1.04,Premium,J,VS2,58.7,58.0,6.68,6.61,3.9,4043
3629,0.9,Premium,D,SI1,62.7,58.0,6.09,6.15,3.84,4381
3630,1.04,Very Good,G,SI2,62.7,57.0,6.4,6.46,4.03,4125
3631,0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,683
3632,1.04,Good,F,SI1,63.1,57.0,6.36,6.41,4.03,4828
3633,0.34,Ideal,D,SI1,61.2,57.0,4.48,4.51,2.75,626
3634,1.01,Very Good,F,SI1,61.0,57.0,6.44,6.54,3.96,5174
3635,0.59,Ideal,G,VS1,62.1,55.0,5.35,5.4,3.34,1916
3636,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,982
3637,0.72,Very Good,E,SI1,57.9,58.0,5.92,5.96,3.44,2610
3638,1.05,Premium,D,SI2,58.9,58.0,6.74,6.67,3.95,5134
3639,0.31,Premium,G,VS2,59.8,60.0,4.4,4.43,2.64,544
3640,0.56,Very Good,E,VS2,61.4,61.0,5.28,5.31,3.25,1819
3641,0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,1053
3642,1.0,Premium,G,VS2,60.6,60.0,6.4,6.3,3.85,6048
3643,0.85,Premium,D,SI2,60.5,60.0,6.11,6.06,3.68,2737
3644,1.21,Premium,H,VS2,60.8,58.0,6.91,6.88,4.19,6710
3645,0.57,Premium,H,SI1,61.6,58.0,5.37,5.34,3.3,1247
3646,1.56,Premium,G,VS1,60.9,58.0,7.49,7.53,4.57,14139
3647,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,803
3648,0.52,Premium,E,SI2,61.1,57.0,5.23,5.12,3.16,1088
3649,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828
3650,0.91,Premium,H,VS2,59.6,60.0,6.29,6.25,3.74,3853
3651,0.34,Premium,D,SI1,59.6,59.0,4.57,4.55,2.72,803
3652,0.46,Good,E,SI1,62.7,58.0,4.87,4.92,3.07,967
3653,0.27,Ideal,I,VS1,61.6,56.0,4.15,4.19,2.57,432
3654,0.3,Good,E,VS2,63.3,55.0,4.26,4.3,2.71,526
3655,0.5,Good,G,VS1,61.9,61.5,5.03,5.04,3.12,1565
3656,0.72,Good,H,SI2,64.1,58.0,5.65,5.68,3.63,1674
3657,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2733
3658,1.71,Very Good,H,VVS2,61.2,62.0,7.59,7.65,4.66,14893
3659,0.71,Ideal,G,SI1,61.4,56.0,5.72,5.77,3.53,3007
3660,2.06,Premium,I,VS1,58.4,55.0,8.42,8.35,4.9,15393
3661,0.31,Ideal,D,VS2,62.7,55.0,4.34,4.31,2.71,942
3662,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,3404
3663,1.0,Very Good,E,SI2,63.2,56.0,6.4,6.32,4.02,3763
3664,0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,2838
3665,1.01,Ideal,E,SI1,61.6,57.0,6.44,6.49,3.98,5206
3666,0.3,Very Good,D,SI1,63.3,55.0,4.31,4.28,2.72,709
3667,0.57,Very Good,E,VS2,62.1,59.0,5.29,5.27,3.28,1807
3668,2.01,Very Good,G,SI2,61.3,60.0,8.08,8.17,4.98,13940
3669,0.3,Ideal,D,VS2,62.5,57.0,4.29,4.25,2.67,911
3670,0.91,Ideal,E,SI1,60.7,56.0,6.26,6.22,3.79,3665
3671,1.1,Ideal,H,SI2,62.0,55.0,6.6,6.62,4.1,4537
3672,0.91,Very Good,H,SI2,63.4,57.0,6.1,6.18,3.89,3382
3673,1.12,Ideal,G,VS2,62.1,57.0,6.63,6.6,4.11,6322
3674,0.32,Ideal,G,IF,62.3,53.0,4.41,4.45,2.76,918
3675,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1073
3676,0.3,Very Good,F,SI1,62.1,60.0,4.26,4.28,2.65,500
3677,1.31,Very Good,J,SI1,62.5,55.0,6.97,7.05,4.38,5382
3678,0.52,Premium,F,VS2,61.4,62.0,5.19,5.16,3.18,1605
3679,0.59,Ideal,H,SI2,61.9,55.0,5.37,5.39,3.33,1292
3680,0.62,Ideal,D,VS2,61.2,56.0,5.49,5.52,3.37,2243
3681,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,17339
3682,0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75,463
3683,1.06,Premium,G,VVS2,59.6,58.0,6.61,6.65,3.95,8003
3684,0.51,Ideal,J,VS2,62.5,57.0,5.04,5.08,3.16,1080
3685,0.31,Premium,G,VVS1,60.2,59.0,4.38,4.43,2.65,816
3686,0.3,Ideal,F,IF,61.3,56.0,4.33,4.35,2.66,886
3687,0.7,Very Good,H,VS2,62.8,58.0,5.67,5.7,3.57,2429
3688,1.02,Ideal,I,SI1,61.3,57.0,6.47,6.49,3.97,4685
3689,1.23,Very Good,H,VS2,58.5,62.0,6.98,7.0,4.09,6039
3690,1.03,Good,F,SI2,61.7,63.0,6.46,6.51,4.0,4101
3691,0.3,Ideal,G,SI1,62.2,54.0,4.32,4.36,2.7,477
3692,1.16,Very Good,H,SI2,62.8,59.0,6.7,6.64,4.19,5799
3693,0.71,Ideal,I,VVS1,61.4,56.0,5.73,5.76,3.53,2606
3694,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
3695,0.24,Very Good,D,VVS1,59.2,59.0,4.04,4.1,2.41,478
3696,1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,4423
3697,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2409
3698,0.31,Ideal,E,IF,61.9,54.0,4.38,4.41,2.72,987
3699,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
3700,0.53,Ideal,G,VVS2,61.4,57.0,5.26,5.19,3.21,2051
3701,0.3,Very Good,F,VS2,62.7,58.0,4.25,4.3,2.68,605
3702,0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,1046
3703,0.55,Premium,D,SI1,61.2,58.0,5.29,5.24,3.22,1819
3704,0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625
3705,0.48,Fair,G,VVS2,65.0,54.0,4.95,4.9,3.2,1367
3706,0.9,Ideal,E,SI2,62.0,55.0,6.23,6.15,3.84,3599
3707,0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,432
3708,0.81,Very Good,F,SI1,61.3,57.0,6.02,6.05,3.7,2858
3709,0.32,Premium,E,VVS1,60.5,58.0,4.42,4.47,2.69,954
3710,1.61,Good,E,SI2,60.9,62.0,7.46,7.57,4.58,10793
3711,1.2,Ideal,D,SI2,61.0,60.0,6.81,6.84,4.16,6636
3712,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,6468
3713,0.9,Good,F,VS2,62.8,58.0,6.04,6.09,3.81,4778
3714,1.04,Ideal,H,VS1,62.0,54.0,6.52,6.54,4.05,6368
3715,1.01,Good,E,SI2,60.7,62.0,6.43,6.49,3.92,4436
3716,0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,1015
3717,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,943
3718,0.73,Ideal,D,VS2,61.5,57.0,5.81,5.83,3.58,3346
3719,0.51,Premium,D,VVS2,60.8,60.0,5.23,5.14,3.15,2387
3720,0.91,Premium,E,SI2,61.1,59.0,6.2,6.24,3.8,3703
3721,1.0,Ideal,F,SI2,61.3,56.0,6.46,6.43,3.95,4452
3722,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,983
3723,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,2830
3724,1.23,Ideal,F,VVS2,61.8,56.0,6.84,6.89,4.24,11040
3725,0.43,Ideal,G,IF,61.7,57.0,4.83,4.86,2.99,1286
3726,0.3,Ideal,E,VVS2,60.2,57.0,4.37,4.4,2.64,789
3727,2.01,Very Good,E,SI2,61.2,58.0,8.05,8.07,4.93,14813
3728,0.52,Very Good,E,SI1,58.8,59.0,5.27,5.34,3.12,1276
3729,0.31,Ideal,E,VVS2,60.8,57.0,4.36,4.39,2.66,816
3730,1.51,Very Good,J,SI2,61.9,59.0,7.26,7.31,4.51,6546
3731,1.19,Premium,D,SI2,58.8,58.0,7.04,6.9,4.1,5504
3732,1.01,Very Good,F,IF,61.9,59.0,6.38,6.45,3.97,10476
3733,1.02,Ideal,G,SI2,62.7,57.0,6.44,6.42,4.03,4370
3734,1.06,Very Good,I,SI1,62.7,56.0,6.46,6.5,4.06,4197
3735,0.35,Ideal,I,VVS2,62.3,57.0,4.53,4.49,2.81,788
3736,0.42,Ideal,G,VS1,61.9,56.0,4.82,4.77,2.97,984
3737,1.21,Ideal,I,SI1,62.4,55.0,6.81,6.78,4.24,5218
3738,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2812
3739,0.56,Very Good,E,VVS2,62.1,58.0,5.27,5.33,3.3,2040
3740,0.32,Ideal,D,VS2,61.9,55.0,4.41,4.44,2.74,758
3741,2.12,Ideal,I,SI2,61.0,57.0,8.28,8.31,5.06,15647
3742,1.24,Premium,G,VVS1,60.4,59.0,7.02,7.01,4.24,10485
3743,0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
3744,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5390
3745,0.74,Premium,E,VS1,62.7,58.0,5.83,5.74,3.63,2999
3746,2.23,Premium,J,SI1,62.4,59.0,8.33,8.36,5.21,14129
3747,1.57,Ideal,E,VS2,60.5,57.0,7.53,7.57,4.57,17548
3748,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,857
3749,0.36,Very Good,E,SI1,59.9,60.0,4.59,4.62,2.76,615
3750,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.47,2.72,645
3751,0.42,Premium,G,VS2,59.8,58.0,4.9,4.86,2.92,1087
3752,1.15,Very Good,D,SI1,61.7,58.0,6.69,6.76,4.15,5932
3753,1.3,Very Good,J,VS2,61.6,56.0,7.02,7.07,4.34,5832
3754,0.57,Very Good,H,VVS2,60.2,56.0,5.41,5.44,3.27,1726
3755,2.0,Premium,G,SI1,59.3,60.0,8.19,8.13,4.84,14918
3756,1.03,Ideal,F,IF,62.3,57.0,6.44,6.49,4.03,13060
3757,0.7,Very Good,D,VS1,62.9,60.0,5.57,5.62,3.52,3231
3758,0.71,Ideal,F,VVS1,61.0,56.0,5.77,5.8,3.53,5019
3759,0.4,Ideal,I,IF,62.4,56.0,4.7,4.73,2.94,982
3760,1.11,Premium,H,SI2,61.6,60.0,6.6,6.67,4.09,4578
3761,0.57,Premium,F,SI1,59.5,60.0,5.43,5.42,3.23,1676
3762,0.41,Ideal,D,VVS2,62.3,57.0,4.74,4.76,2.96,1295
3763,1.01,Premium,G,VS2,61.9,59.0,6.38,6.34,3.94,5864
3764,0.52,Premium,E,VVS2,60.1,59.0,5.27,5.22,3.15,2467
3765,0.52,Premium,F,SI1,58.6,61.0,5.3,5.28,3.1,1338
3766,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3472
3767,0.33,Premium,G,VS1,60.1,61.0,4.48,4.44,2.68,854
3768,0.41,Premium,G,VS1,62.3,56.0,4.8,4.77,2.98,961
3769,0.42,Premium,E,VS1,59.5,59.0,4.88,4.86,2.9,1181
3770,1.28,Premium,G,SI2,62.6,58.0,6.94,6.89,4.33,6236
3771,0.61,Premium,D,VS1,61.5,58.0,5.46,5.4,3.34,2306
3772,0.34,Premium,I,VVS2,61.5,60.0,4.49,4.45,2.75,765
3773,0.71,Good,I,VVS2,63.1,58.0,5.64,5.71,3.58,2428
3774,1.09,Premium,F,SI1,60.9,59.0,6.59,6.64,4.03,5287
3775,2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,18674
3776,0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244
3777,0.31,Premium,F,VS2,62.0,60.0,4.34,4.3,2.68,802
3778,1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
3779,1.4,Very Good,J,SI1,63.5,58.0,7.05,7.09,4.49,6145
3780,1.0,Fair,I,I1,64.5,58.0,6.33,6.1,4.01,2035
3781,1.01,Ideal,E,SI1,62.0,57.0,6.38,6.45,3.98,5235
3782,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
3783,0.38,Ideal,I,SI1,62.3,56.0,4.63,4.58,2.87,746
3784,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,645
3785,0.7,Good,E,VS1,61.2,58.0,5.66,5.72,3.48,3148
3786,0.7,Good,E,SI1,63.8,57.0,5.59,5.63,3.58,2569
